course_id,Anatomy and Physiology,Behavioral and Cognitive Neuroscience,Cell and Molecular Neuroscience,Environmental and Public Health,Exercise Science,Health Promotion,Microbiology and Infectious Disease,Neuroscience,Other
MECH-231,Senior (Fall) | B+,,,,Junior (Spring) | B,,,,
MECH-262,,,,,Senior (Spring) | B,,,,
MECH-324,Senior (Spring) | B-,,,,,,,,
MECH-325,Senior (Fall) | B,,,,,,,,
MECH-337,Senior (Spring) | A+,,,,,,,,
MECH-342,Senior (Summer) | F,,,,,,,,
MGT-301,Junior (Fall) | B,,,,,,,,
MGT-305,Senior (Fall) | A,,Junior (Summer) | A,Junior (Fall) | A,Junior (Spring) | B,Junior (Spring) | A,Sophomore (Fall) | A-,,
MGT-320,Junior (Fall) | B,,,,,,,,
MGT-330,,Senior (Spring) | A,,,,Senior (Fall) | A,,,
MGT-340,,Senior (Fall) | A+,,Senior (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,,,
MGT-360,,Senior (Fall) | A+,,,,,,,
MGT-375,Senior (Spring) | B+,,,,,,,,
MGT-376,Senior (Spring) | B,,,,,,,,
MGT-377,Senior (Spring) | A-,,,,,,,,
MGT-411,Senior (Fall) | A-,,,,,,,,
MGT-420,,Senior (Fall) | A,,,,Senior (Fall) | A,,,
MGT-476,Senior (Spring) | C,,,,,,,,
MGT-478,Senior (Fall) | A,,,,,,,,
MGT-486A,Senior (Spring) | A,,,,,,,,
MGT-486B,Senior (Fall) | A,,,,,,,,
MIP-101,Senior (Fall) | A,,,,Sophomore (Spring) | A,Sophomore (Spring) | A,Sophomore (Spring) | A,,
MIP-192,,,,Sophomore (Fall) | XC,,,,,
MIP-250,Junior (Fall) | A,,Junior (Fall) | A,Sophomore (Fall) | C,Sophomore (Fall) | B+,,Junior (Fall) | A,,Junior (Fall) | A
MIP-260,Sophomore (Spring) | A,,,Sophomore (Spring) | A,,,Sophomore (Spring) | A,,Sophomore (Spring) | A
MIP-280A4,,,,,,,Junior (Fall) | C,,
MIP-281A1,,,,,,,Junior (Fall) | A,,
MIP-292,,,,Sophomore (Fall) | A,,,Junior (Spring) | A,,Sophomore (Spring) | A
MIP-298,,,,,,,Junior (Spring) | A+,,Sophomore (Spring) | A
MIP-300,Senior (Fall) | A,Senior (Fall) | B,Senior (Fall) | B,Junior (Fall) | B,Senior (Fall) | B,Junior (Fall) | F,Junior (Fall) | B,,Junior (Fall) | W
MIP-303,Senior (Spring) | A,Senior (Fall) | A,Senior (Spring) | A,,Senior (Spring) | A,,Junior (Fall) | A,,Senior (Spring) | A
MIP-315,Senior (Fall) | A,,Senior (Fall) | A+,Sophomore (Fall) | B,Junior (Fall) | A,Junior (Fall) | C,Junior (Fall) | A,,Sophomore (Fall) | C
MIP-334,,,,,,,Senior (Spring) | B,,
MIP-342,Senior (Spring) | A,,Senior (Spring) | A-,,,,Junior (Spring) | A,,Junior (Fall) | B
MIP-351,Senior (Spring) | A,,,,,,Senior (Spring) | B,,Senior (Spring) | C
MIP-372,,Senior (Fall) | A,,,,,Senior (Fall) | A,,
MIP-381A1,Senior (Fall) | A,,,,,,Senior (Fall) | A,,
MIP-384,Senior (Spring) | A,,,Senior (Fall) | A,,,Senior (Fall) | A,,
MIP-400A,,,,,,,Senior (Spring) | A,,
MIP-400C,,,,,,,Senior (Fall) | A,,
MIP-400H,Senior (Fall) | A+,,,,,,Senior (Fall) | A,,
MIP-410,,,,,,,Senior (Fall) | A,,
MIP-420,Senior (Fall) | B,,,,,,Senior (Fall) | B,,Senior (Fall) | D
MIP-443,Senior (Spring) | B,,,,,,Senior (Spring) | B,,
MIP-450,Senior (Fall) | A,,,,,,Senior (Fall) | A,,Senior (Fall) | C
MIP-462,,,,,,,Senior (Fall) | A,,
MIP-495,Senior (Fall) | A,,Senior (Fall) | A,,,,Senior (Fall) | A,,
MIP-496,,,,,,,Senior (Fall) | A,,
MIP-498,Senior (Spring) | A,,,,,,Senior (Fall) | A+,,Senior (Fall) | A+
MIP-525,,,,,,,Senior (Fall) | A,,
MIP-542,,,,,,,Senior (Fall) | A,,
MIP-550,,,,,,,Senior (Spring) | A+,,
MIP-554,,Senior (Spring) | A,,,,,Senior (Spring) | A,,
MIP-651,,,,,,,Senior (Fall) | A+,,
MKT-300,Junior (Fall) | A,,,,Sophomore (Fall) | C,Senior (Fall) | A,,,
MKT-305,Junior (Fall) | B,Senior (Summer) | A,,Senior (Fall) | A,Junior (Spring) | B,Junior (Spring) | B,Junior (Spring) | A-,,Junior (Fall) | B
MKT-307,,,,,Junior (Spring) | B,Junior (Spring) | B,,,
MKT-330,,,,Senior (Fall) | C+,Senior (Fall) | A-,Senior (Fall) | A,,,
MKT-362,,,,,Senior (Fall) | B,,,,
MKT-363,,,,,Senior (Fall) | B,Senior (Fall) | B+,,,
MKT-440,Senior (Spring) | B-,,,,,,,,
MKT-492,,,Senior (Fall) | A,,,,,,
MLSC-101,Freshman (Fall) | A,,,,Freshman (Fall) | A,Sophomore (Fall) | A+,Sophomore (Fall) | A+,Freshman (Fall) | A+,Freshman (Fall) | A
MLSC-102,Sophomore (Spring) | A,,,,Freshman (Spring) | A+,Sophomore (Spring) | A+,Sophomore (Spring) | A,,
MLSC-196,Freshman (Fall) | A,,,,Freshman (Fall) | A+,Sophomore (Fall) | A+,Sophomore (Fall) | A+,Freshman (Fall) | A+,Freshman (Fall) | A+
MLSC-197,Sophomore (Spring) | A+,,,,Freshman (Spring) | A+,Sophomore (Spring) | A+,Sophomore (Spring) | A+,,
MLSC-201,Junior (Fall) | A,,,,Junior (Fall) | A+,Junior (Fall) | A,Junior (Fall) | A,,
MLSC-202,Junior (Spring) | A+,,,,Junior (Spring) | A,Junior (Spring) | A+,Junior (Spring) | A+,,
MLSC-296,Junior (Fall) | A+,,,,Junior (Fall) | A+,Junior (Fall) | A+,Junior (Fall) | A+,,
MLSC-297,Junior (Spring) | A+,,,,Junior (Spring) | A+,Junior (Spring) | A+,Junior (Spring) | A+,,
MLSC-301,Senior (Fall) | A+,,,,Senior (Fall) | A+,Sophomore (Fall) | A-,Senior (Fall) | A,,
MLSC-302,,,,,Senior (Spring) | A,Junior (Spring) | A,,,
MLSC-357,,,,,Senior (Spring) | A,,,,
MLSC-396,Senior (Fall) | A,,,,Senior (Fall) | A,Sophomore (Fall) | A,Senior (Fall) | A,,
MLSC-397,,,,,Senior (Spring) | A+,Junior (Spring) | A+,,,
MLSC-401,,,,,Senior (Fall) | A,Junior (Fall) | A,,,
MLSC-402,,,,,Senior (Spring) | A+,Senior (Spring) | A-,,,
MLSC-496,,,,,Senior (Fall) | A,Junior (Fall) | A+,,,
MLSC-497,,,,,Senior (Spring) | A,Senior (Spring) | A+,,,
MU-100,Sophomore (Fall) | A+,Sophomore (Fall) | A,Sophomore (Fall) | A+,Sophomore (Fall) | A+,Freshman (Fall) | A,Freshman (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A
MU-111,Sophomore (Spring) | A+,Freshman (Fall) | B,Junior (Spring) | A,Junior (Spring) | A,Freshman (Fall) | A-,Junior (Summer) | A,Junior (Fall) | A+,,
MU-117,Junior (Fall) | A,,,,Senior (Fall) | A,,Sophomore (Fall) | B+,,
MU-118,Junior (Spring) | A,,,,,,,,
MU-131,Junior (Spring) | A,,,,Junior (Spring) | A+,,,,
MU-132,Junior (Fall) | A+,Junior (Fall) | A,Junior (Fall) | A,,Junior (Summer) | A+,Junior (Summer) | A+,Junior (Summer) | A+,,Sophomore (Fall) | B+
MU-133,Junior (Spring) | B-,,Junior (Summer) | A,,Freshman (Fall) | A-,,Sophomore (Spring) | B-,,
MU-159,,,,,,,Freshman (Fall) | A+,,
MU-170D,,Senior (Fall) | A+,,,,,,,
MU-217,Senior (Fall) | A,,,,,,,,
MU-218,Senior (Spring) | A,,,,,,,,
MU-232,,,,,,Junior (Spring) | B,,,
MU-272C,,,,,Freshman (Fall) | A,,,,
MU-272E,Sophomore (Fall) | A,,,,,,,,
MU-272H,Junior (Fall) | A,,,,,,,,
MU-272I,,,,,Junior (Fall) | A,,,,
MU-272P,Senior (Fall) | A,,,,Freshman (Fall) | A,,,,
MU-272Q,Junior (Fall) | A,,,,,,,,
MU-272S,,,,,,,Junior (Fall) | A,,
MU-272V,,,,,Sophomore (Fall) | A,,Sophomore (Fall) | A,,
MU-274A,,,Senior (Fall) | A+,,,,,,
MU-274F,,,,,Junior (Fall) | A,,,,
MU-275S,,,,,,,Sophomore (Fall) | A+,,
MU-275T,Junior (Fall) | A,,,,,,,,
MU-333,,,,,Junior (Summer) | A+,,,,
MU-334,Senior (Fall) | A,,,,,,,,
MU-342,,Senior (Fall) | A,,,,,,,
MU-465,,,,,Senior (Fall) | A-,,,,
MU-472T,Senior (Fall) | A,,,,,,,,
MU-496I,,,,,,Sophomore (Spring) | A,Junior (Spring) | A,,
NB-192,Sophomore (Fall) | S,Sophomore (Fall) | S,Sophomore (Fall) | S,Freshman (Fall) | S,Freshman (Fall) | S,Freshman (Fall) | S,Sophomore (Fall) | S,Freshman (Fall) | S,Freshman (Fall) | S
NB-292,,Junior (Spring) | S,Junior (Spring) | S,,,,,Freshman (Spring) | S,
NB-399,,Senior (Fall) | S,Senior (Fall) | S,,,,,,Junior (Fall) | S
NB-493,,Senior (Fall) | A+,Senior (Fall) | A+,,,,,,Senior (Fall) | A+
NB-495,,Senior (Spring) | S,,,,,,,
NB-499,,Senior (Fall) | A,Senior (Fall) | A,,,,,,Senior (Fall) | A-
NR-120A,,,,Freshman (Fall) | A,Sophomore (Fall) | A,Freshman (Fall) | A,,,
NR-130,,Freshman (Fall) | B,,Freshman (Spring) | A,Freshman (Fall) | A+,Freshman (Fall) | A,,,
NR-150,Sophomore (Spring) | A+,,,Freshman (Fall) | A,Sophomore (Spring) | A,Freshman (Fall) | A,,,
NR-192,,,,,Sophomore (Fall) | B,,,,
NR-193,,,,,Freshman (Spring) | C,,,,
NR-300,,,,,Sophomore (Fall) | B+,Sophomore (Spring) | C+,,,
NR-320,,Senior (Spring) | A-,,,Senior (Fall) | W,,,Freshman (Summer) | B+,
NR-370,Senior (Spring) | C+,,,,,,,,
NRRT-231,,,,,,,Junior (Fall) | A,,
NRRT-250,,,,,,,Senior (Fall) | A+,,
NRRT-262,,,,,,,Junior (Fall) | A+,,
NRRT-270,,,,,Freshman (Fall) | A+,Sophomore (Fall) | B-,,,
NRRT-280A3,,,,,Senior (Spring) | S,,,,
NRRT-280A4,Senior (Spring) | S,,,,Senior (Spring) | S,,,,
NRRT-280A5,,,,,Senior (Fall) | S,,,,
NRRT-320,,,,,Senior (Summer) | W,,,,
NRRT-350,,,,,Sophomore (Fall) | A,,,,
NRRT-351,Senior (Spring) | NGC,,,,,,,,
NRRT-372,,,,,,Sophomore (Spring) | A-,,,
NRRT-495A,,Junior (Spring) | A+,,,,,,,
NRRT-495C,,Senior (Fall) | A+,,,,,,,
NSCI-170,,,,,Freshman (Fall) | XI,,,,
NSCI-193,,Sophomore (Spring) | A,,,Freshman (Fall) | B,,,,
OT-110,Sophomore (Spring) | A,,,Senior (Fall) | A+,Senior (Fall) | A,Senior (Fall) | A,,Sophomore (Fall) | D,Junior (Fall) | B
OT-215,Senior (Fall) | A,Junior (Fall) | A,Junior (Fall) | A,Sophomore (Fall) | A,Sophomore (Fall) | A,Junior (Fall) | A,Senior (Fall) | A,Sophomore (Fall) | F,Junior (Fall) | A
OT-355,Junior (Fall) | A,,,,Senior (Fall) | A,Freshman (Spring) | A,Junior (Fall) | A,,
PBHL-516,,,,Senior (Fall) | A,Senior (Fall) | A,Senior (Fall) | A+,,,Senior (Fall) | A
PBHL-550,,,,,Senior (Fall) | A,Senior (Fall) | A,,,
PBHL-560,,,,Senior (Fall) | A,,,,,Senior (Fall) | B
PBHL-570,,,,Senior (Fall) | A,,,,,Senior (Fall) | A
PH-110,Freshman (Spring) | C+,,,Freshman (Fall) | D,Freshman (Fall) | B-,Freshman (Spring) | W,,,
PH-121,Senior (Fall) | A,Senior (Fall) | A,Senior (Spring) | B+,Senior (Fall) | B,Junior (Fall) | A,Junior (Fall) | B,Senior (Fall) | A,,Senior (Fall) | A
